Record ID,Year,District,Crime_Type,Victim_Gender,Time_of_Incident,Location_Type,Number_of_Accused,Reported_To_Police,Crime_Severity
2624,2017,Coimbatore,Property Crime,Male,Morning,Urban,1,Yes,Very Low
2625,2017,Salem,Sexual Crime,Female,Afternoon,Semi-Urban,4,Yes,Moderate
2626,2023,Thoothukudi,Cyber Crime,Other,Afternoon,Semi-Urban,5,Yes,Low
2627,2021,Dindigul,Sexual Crime,Female,Night,Semi-Urban,5,No,Very High
2628,2019,Chennai,Violent Crime,Female,Evening,Semi-Urban,4,No,Moderate
2629,2016,Dindigul,Property Crime,Other,Afternoon,Rural,5,Yes,Low
2630,2023,Salem,Violent Crime,Female,Afternoon,Rural,2,Yes,Low
2631,2018,Vellore,Economic Offense,Other,Morning,Urban,3,No,Moderate
2632,2019,Erode,Property Crime,Male,Night,Urban,4,Yes,Moderate
2633,2018,Thoothukudi,Violent Crime,Female,Morning,Urban,1,No,Low
2634,2019,Vellore,Economic Offense,Other,Evening,Rural,5,No,Moderate
2635,2021,Salem,Violent Crime,Other,Night,Semi-Urban,2,Yes,Moderate
2636,2020,Erode,Economic Offense,Female,Morning,Rural,2,No,Low
2637,2018,Chennai,Economic Offense,Male,Afternoon,Rural,3,No,Moderate
2638,2023,Salem,Property Crime,Female,Afternoon,Urban,2,Yes,Very Low
2639,2019,Coimbatore,Sexual Crime,Other,Night,Urban,5,Yes,High
2640,2017,Tiruchirappalli,Economic Offense,Male,Afternoon,Urban,5,No,Moderate
2641,2022,Erode,Economic Offense,Female,Morning,Semi-Urban,2,Yes,Very Low
2642,2017,Salem,Property Crime,Other,Night,Semi-Urban,5,No,Moderate
2643,2014,Vellore,Sexual Crime,Female,Afternoon,Rural,5,No,High
2644,2020,Coimbatore,Cyber Crime,Male,Afternoon,Semi-Urban,1,No,Low
2645,2020,Madurai,Cyber Crime,Male,Evening,Urban,4,No,Moderate
2646,2017,Erode,Sexual Crime,Male,Evening,Semi-Urban,5,No,High
2647,2016,Coimbatore,Violent Crime,Male,Night,Semi-Urban,5,No,High
2648,2021,Vellore,Property Crime,Male,Evening,Semi-Urban,3,Yes,Low
2649,2018,Salem,Sexual Crime,Female,Morning,Semi-Urban,4,Yes,Moderate
2650,2023,Dindigul,Cyber Crime,Male,Afternoon,Urban,4,Yes,Low
2651,2020,Chennai,Economic Offense,Male,Afternoon,Urban,4,Yes,Low
2652,2017,Dindigul,Cyber Crime,Other,Afternoon,Rural,2,No,Low
2653,2017,Tiruchirappalli,Economic Offense,Male,Night,Rural,1,No,Moderate
2654,2021,Coimbatore,Property Crime,Other,Night,Rural,1,No,Moderate
2655,2021,Tiruchirappalli,Economic Offense,Other,Evening,Semi-Urban,3,No,Moderate
2656,2015,Chennai,Sexual Crime,Other,Afternoon,Semi-Urban,4,No,High
2657,2015,Coimbatore,Economic Offense,Female,Afternoon,Urban,4,Yes,Low
2658,2016,Tirunelveli,Violent Crime,Female,Afternoon,Rural,5,Yes,Moderate
2659,2016,Vellore,Sexual Crime,Other,Afternoon,Urban,2,Yes,Low
2660,2014,Coimbatore,Property Crime,Female,Afternoon,Rural,2,No,Low
2661,2016,Vellore,Sexual Crime,Male,Morning,Rural,3,No,High
2662,2019,Dindigul,Violent Crime,Female,Afternoon,Rural,1,Yes,Low
2663,2021,Thoothukudi,Property Crime,Male,Morning,Semi-Urban,4,No,Low
2664,2023,Erode,Cyber Crime,Male,Afternoon,Rural,3,No,Moderate
2665,2019,Thoothukudi,Violent Crime,Female,Night,Rural,2,Yes,Moderate
2666,2018,Salem,Property Crime,Female,Night,Semi-Urban,2,No,Low
2667,2017,Erode,Economic Offense,Other,Morning,Rural,2,Yes,Low
2668,2016,Erode,Sexual Crime,Female,Afternoon,Semi-Urban,4,Yes,Moderate
2669,2017,Madurai,Property Crime,Female,Night,Semi-Urban,4,Yes,Moderate
2670,2020,Erode,Sexual Crime,Female,Night,Urban,4,Yes,High
2671,2014,Chennai,Economic Offense,Male,Afternoon,Semi-Urban,5,No,Moderate
2672,2020,Thoothukudi,Property Crime,Male,Afternoon,Semi-Urban,1,No,Very Low
2673,2014,Dindigul,Cyber Crime,Male,Night,Semi-Urban,2,No,Moderate
2674,2015,Vellore,Violent Crime,Other,Afternoon,Rural,2,Yes,Low
2675,2017,Salem,Property Crime,Other,Evening,Urban,5,No,Low
2676,2014,Erode,Economic Offense,Other,Afternoon,Rural,2,Yes,Low
2677,2024,Salem,Property Crime,Male,Night,Semi-Urban,2,No,Low
2678,2024,Dindigul,Sexual Crime,Female,Night,Semi-Urban,4,No,Very High
2679,2024,Salem,Property Crime,Other,Morning,Urban,4,Yes,Low
2680,2022,Dindigul,Cyber Crime,Other,Evening,Urban,1,No,Low
2681,2019,Erode,Property Crime,Male,Night,Semi-Urban,2,Yes,Low
2682,2014,Dindigul,Violent Crime,Other,Evening,Semi-Urban,3,Yes,Moderate
2683,2014,Erode,Property Crime,Female,Afternoon,Rural,2,No,Low
2684,2019,Madurai,Sexual Crime,Male,Night,Semi-Urban,2,No,High
2685,2017,Madurai,Property Crime,Male,Morning,Rural,1,No,Low
2686,2017,Dindigul,Cyber Crime,Female,Night,Urban,3,No,High
2687,2024,Madurai,Economic Offense,Female,Morning,Rural,2,Yes,Low
2688,2019,Vellore,Property Crime,Female,Evening,Semi-Urban,3,Yes,Low
2689,2024,Vellore,Property Crime,Other,Morning,Rural,4,No,Moderate
2690,2020,Madurai,Violent Crime,Female,Afternoon,Rural,4,No,High
2691,2022,Madurai,Cyber Crime,Male,Afternoon,Urban,3,No,Moderate
2692,2023,Tirunelveli,Economic Offense,Female,Afternoon,Rural,2,Yes,Low
2693,2018,Tirunelveli,Sexual Crime,Male,Night,Semi-Urban,3,No,Very High
2694,2022,Erode,Property Crime,Male,Afternoon,Rural,3,Yes,Low
2695,2017,Dindigul,Economic Offense,Other,Afternoon,Rural,4,No,Moderate
2696,2023,Tiruchirappalli,Sexual Crime,Female,Night,Rural,3,No,Very High
2697,2015,Tiruchirappalli,Cyber Crime,Other,Evening,Semi-Urban,5,Yes,Low
2698,2016,Madurai,Cyber Crime,Female,Afternoon,Rural,5,Yes,Moderate
2699,2024,Salem,Economic Offense,Female,Afternoon,Semi-Urban,4,No,Moderate
2700,2014,Madurai,Sexual Crime,Female,Night,Rural,2,Yes,High
2701,2019,Tirunelveli,Cyber Crime,Female,Evening,Urban,2,Yes,Very Low
2702,2019,Erode,Economic Offense,Female,Evening,Urban,4,No,Moderate
2703,2014,Madurai,Cyber Crime,Male,Evening,Urban,2,Yes,Very Low
2704,2024,Thoothukudi,Cyber Crime,Male,Night,Semi-Urban,1,Yes,Low
2705,2016,Salem,Cyber Crime,Female,Morning,Semi-Urban,5,No,Moderate
2706,2018,Thoothukudi,Violent Crime,Male,Morning,Semi-Urban,1,No,Low
2707,2016,Erode,Sexual Crime,Other,Afternoon,Rural,1,Yes,Moderate
2708,2023,Erode,Economic Offense,Other,Afternoon,Semi-Urban,1,No,Low
2709,2016,Vellore,Economic Offense,Other,Afternoon,Semi-Urban,4,Yes,Low
2710,2023,Coimbatore,Sexual Crime,Female,Morning,Semi-Urban,1,Yes,Low
2711,2016,Thoothukudi,Sexual Crime,Female,Night,Semi-Urban,3,Yes,High
2712,2018,Vellore,Sexual Crime,Male,Afternoon,Urban,2,No,Moderate
2713,2018,Tirunelveli,Sexual Crime,Male,Night,Rural,4,Yes,Very High
2714,2017,Chennai,Property Crime,Male,Afternoon,Urban,3,Yes,Low
2715,2014,Salem,Economic Offense,Other,Night,Rural,3,Yes,High
2716,2018,Chennai,Property Crime,Other,Night,Rural,5,No,High
2717,2023,Dindigul,Cyber Crime,Other,Morning,Urban,5,No,Moderate
2718,2018,Tirunelveli,Cyber Crime,Other,Night,Semi-Urban,3,No,High
2719,2017,Tirunelveli,Economic Offense,Male,Evening,Urban,5,Yes,Low
2720,2019,Chennai,Cyber Crime,Female,Morning,Rural,2,Yes,Low
2721,2023,Thoothukudi,Sexual Crime,Female,Afternoon,Rural,2,No,Moderate
2722,2017,Coimbatore,Property Crime,Other,Morning,Semi-Urban,5,Yes,Low
2723,2020,Thoothukudi,Sexual Crime,Female,Evening,Urban,1,Yes,Low
2724,2020,Chennai,Cyber Crime,Female,Evening,Rural,3,Yes,Moderate
2725,2015,Dindigul,Property Crime,Female,Night,Urban,2,Yes,Low
2726,2016,Thoothukudi,Sexual Crime,Other,Evening,Semi-Urban,5,No,High
2727,2014,Tiruchirappalli,Economic Offense,Male,Evening,Semi-Urban,5,No,Moderate
2728,2021,Thoothukudi,Sexual Crime,Male,Evening,Rural,2,No,Moderate
2729,2022,Erode,Cyber Crime,Female,Evening,Semi-Urban,2,Yes,Very Low
2730,2017,Vellore,Property Crime,Male,Afternoon,Rural,1,Yes,Very Low
2731,2019,Salem,Economic Offense,Male,Afternoon,Rural,5,No,Moderate
2732,2022,Thoothukudi,Property Crime,Other,Morning,Semi-Urban,5,No,Low
2733,2019,Coimbatore,Economic Offense,Other,Night,Semi-Urban,4,No,High
2734,2022,Coimbatore,Property Crime,Female,Afternoon,Urban,1,Yes,Very Low
2735,2017,Thoothukudi,Cyber Crime,Female,Evening,Urban,2,No,Low
2736,2021,Madurai,Economic Offense,Female,Night,Rural,2,Yes,Moderate
2737,2022,Tirunelveli,Violent Crime,Other,Afternoon,Urban,3,No,Moderate
2738,2017,Thoothukudi,Property Crime,Male,Morning,Rural,2,Yes,Very Low
2739,2018,Tirunelveli,Property Crime,Other,Evening,Semi-Urban,5,Yes,Low
2740,2021,Tiruchirappalli,Sexual Crime,Other,Night,Semi-Urban,2,No,High
2741,2023,Chennai,Economic Offense,Male,Afternoon,Urban,5,Yes,Low
2742,2019,Tiruchirappalli,Violent Crime,Male,Night,Rural,5,Yes,High
2743,2020,Thoothukudi,Cyber Crime,Female,Afternoon,Rural,1,No,Low
2744,2016,Coimbatore,Sexual Crime,Male,Morning,Urban,2,No,Moderate
2745,2020,Madurai,Violent Crime,Male,Evening,Rural,1,No,Moderate
2746,2021,Dindigul,Economic Offense,Male,Morning,Rural,5,Yes,Moderate
2747,2023,Tirunelveli,Violent Crime,Male,Evening,Semi-Urban,2,Yes,Low
2748,2019,Vellore,Property Crime,Female,Evening,Rural,2,No,Low
2749,2023,Tirunelveli,Property Crime,Female,Night,Rural,1,No,Moderate
2750,2022,Erode,Sexual Crime,Male,Afternoon,Rural,1,Yes,Moderate
2751,2019,Salem,Economic Offense,Male,Morning,Urban,5,No,Moderate
2752,2022,Thoothukudi,Economic Offense,Female,Morning,Urban,5,No,Moderate
2753,2017,Tiruchirappalli,Violent Crime,Female,Morning,Urban,2,Yes,Low
2754,2021,Vellore,Sexual Crime,Male,Night,Rural,2,Yes,High
2755,2024,Coimbatore,Economic Offense,Other,Night,Rural,4,No,High
2756,2017,Coimbatore,Property Crime,Female,Night,Urban,4,Yes,Moderate
2757,2015,Coimbatore,Violent Crime,Female,Evening,Urban,3,Yes,Moderate
2758,2023,Dindigul,Cyber Crime,Female,Morning,Rural,5,No,Moderate
2759,2024,Erode,Property Crime,Male,Evening,Rural,3,No,Moderate
2760,2022,Coimbatore,Sexual Crime,Male,Morning,Semi-Urban,3,No,High
2761,2018,Coimbatore,Economic Offense,Female,Morning,Urban,1,Yes,Very Low
2762,2017,Thoothukudi,Property Crime,Male,Afternoon,Rural,1,No,Low
2763,2015,Erode,Cyber Crime,Male,Morning,Urban,4,Yes,Low
2764,2014,Madurai,Cyber Crime,Female,Night,Urban,3,No,High
2765,2024,Madurai,Sexual Crime,Male,Night,Urban,4,Yes,High
2766,2020,Erode,Property Crime,Other,Night,Semi-Urban,5,Yes,Moderate
2767,2019,Salem,Violent Crime,Male,Afternoon,Rural,2,No,Moderate
2768,2015,Dindigul,Property Crime,Male,Afternoon,Rural,1,Yes,Very Low
2769,2021,Vellore,Cyber Crime,Female,Evening,Urban,5,No,Moderate
2770,2024,Tirunelveli,Sexual Crime,Female,Morning,Rural,5,No,High
2771,2017,Thoothukudi,Sexual Crime,Other,Morning,Semi-Urban,1,Yes,Low
2772,2021,Chennai,Violent Crime,Male,Night,Urban,1,Yes,Moderate
2773,2020,Madurai,Sexual Crime,Other,Night,Semi-Urban,3,Yes,High
2774,2018,Erode,Sexual Crime,Other,Night,Semi-Urban,4,No,Very High
2775,2023,Vellore,Sexual Crime,Female,Night,Rural,5,No,Very High
2776,2023,Erode,Sexual Crime,Male,Night,Rural,3,No,Very High
2777,2021,Tirunelveli,Sexual Crime,Female,Night,Semi-Urban,3,No,Very High
2778,2022,Vellore,Cyber Crime,Other,Morning,Rural,5,No,Moderate
2779,2018,Madurai,Property Crime,Other,Afternoon,Semi-Urban,5,No,Low
2780,2023,Coimbatore,Economic Offense,Female,Night,Semi-Urban,2,Yes,Low
2781,2018,Erode,Sexual Crime,Female,Morning,Urban,4,No,High
2782,2015,Chennai,Economic Offense,Female,Night,Semi-Urban,5,No,High
2783,2018,Madurai,Economic Offense,Female,Evening,Semi-Urban,1,No,Low
2784,2016,Tiruchirappalli,Cyber Crime,Female,Evening,Rural,2,No,Low
2785,2020,Chennai,Sexual Crime,Other,Morning,Urban,4,Yes,Moderate
2786,2023,Salem,Economic Offense,Female,Afternoon,Rural,1,Yes,Low
2787,2018,Dindigul,Sexual Crime,Male,Evening,Urban,1,Yes,Low
2788,2021,Madurai,Violent Crime,Other,Evening,Rural,4,No,High
2789,2014,Coimbatore,Violent Crime,Other,Afternoon,Semi-Urban,2,No,Low
2790,2016,Madurai,Violent Crime,Male,Evening,Urban,1,No,Low
2791,2016,Tirunelveli,Economic Offense,Male,Night,Urban,3,Yes,Moderate
2792,2022,Vellore,Violent Crime,Other,Afternoon,Urban,4,No,Moderate
2793,2018,Erode,Cyber Crime,Female,Evening,Urban,4,No,Moderate
2794,2022,Vellore,Cyber Crime,Other,Afternoon,Rural,5,Yes,Moderate
2795,2022,Vellore,Economic Offense,Other,Night,Rural,2,Yes,Moderate
2796,2014,Madurai,Sexual Crime,Male,Evening,Urban,3,No,High
2797,2015,Tirunelveli,Property Crime,Other,Morning,Urban,3,Yes,Low
2798,2018,Erode,Sexual Crime,Female,Evening,Urban,5,No,High
2799,2017,Erode,Sexual Crime,Male,Evening,Rural,1,No,Moderate
2800,2023,Vellore,Sexual Crime,Other,Night,Urban,1,Yes,Moderate
2801,2022,Salem,Sexual Crime,Other,Morning,Urban,3,No,High
2802,2020,Dindigul,Property Crime,Female,Morning,Urban,2,Yes,Very Low
2803,2019,Tirunelveli,Violent Crime,Other,Morning,Rural,1,Yes,Low
2804,2020,Salem,Sexual Crime,Other,Night,Semi-Urban,4,No,Very High
2805,2014,Thoothukudi,Cyber Crime,Other,Night,Semi-Urban,5,Yes,Moderate
2806,2014,Thoothukudi,Economic Offense,Other,Night,Rural,2,No,Moderate
2807,2021,Chennai,Economic Offense,Female,Night,Semi-Urban,1,No,Moderate
2808,2015,Vellore,Cyber Crime,Other,Night,Urban,3,Yes,Moderate
2809,2023,Erode,Sexual Crime,Other,Morning,Urban,5,Yes,Moderate
2810,2024,Madurai,Property Crime,Other,Afternoon,Rural,1,Yes,Very Low
2811,2022,Erode,Violent Crime,Male,Night,Rural,3,No,Very High
2812,2020,Erode,Economic Offense,Female,Afternoon,Semi-Urban,1,No,Low
2813,2019,Coimbatore,Violent Crime,Male,Evening,Semi-Urban,5,No,Moderate
2814,2014,Erode,Property Crime,Male,Evening,Urban,4,No,Low
2815,2014,Chennai,Economic Offense,Female,Night,Rural,4,No,High
2816,2015,Salem,Violent Crime,Male,Evening,Semi-Urban,3,No,Moderate
2817,2019,Thoothukudi,Property Crime,Male,Afternoon,Semi-Urban,4,No,Low
2818,2019,Erode,Violent Crime,Male,Evening,Urban,5,Yes,Moderate
2819,2015,Erode,Sexual Crime,Female,Evening,Urban,3,No,High
2820,2014,Coimbatore,Property Crime,Other,Afternoon,Urban,1,No,Very Low
2821,2023,Tirunelveli,Violent Crime,Female,Evening,Urban,2,Yes,Low
2822,2018,Madurai,Sexual Crime,Female,Night,Semi-Urban,1,No,High
2823,2018,Tirunelveli,Sexual Crime,Female,Afternoon,Rural,5,No,High
2824,2015,Madurai,Property Crime,Male,Afternoon,Rural,3,Yes,Low
2825,2019,Dindigul,Cyber Crime,Other,Morning,Urban,1,No,Low
2826,2022,Erode,Economic Offense,Female,Morning,Urban,3,Yes,Low
2827,2015,Coimbatore,Property Crime,Female,Afternoon,Semi-Urban,4,No,Low
2828,2023,Tiruchirappalli,Sexual Crime,Other,Afternoon,Urban,2,No,Moderate
2829,2015,Vellore,Sexual Crime,Other,Morning,Rural,5,Yes,High
2830,2016,Thoothukudi,Property Crime,Other,Night,Urban,1,Yes,Low
2831,2020,Salem,Cyber Crime,Male,Evening,Rural,2,No,Low
2832,2019,Thoothukudi,Economic Offense,Other,Evening,Urban,5,No,Moderate
2833,2021,Salem,Violent Crime,Male,Evening,Urban,5,Yes,Moderate
2834,2021,Dindigul,Property Crime,Female,Afternoon,Rural,4,No,Moderate
2835,2019,Tirunelveli,Economic Offense,Male,Night,Semi-Urban,3,Yes,Moderate
2836,2024,Chennai,Economic Offense,Other,Morning,Semi-Urban,3,Yes,Low
2837,2023,Erode,Sexual Crime,Male,Night,Urban,2,Yes,Moderate
2838,2016,Tiruchirappalli,Violent Crime,Other,Night,Urban,4,No,High
2839,2016,Salem,Property Crime,Male,Evening,Rural,5,No,Moderate
2840,2014,Vellore,Sexual Crime,Female,Morning,Rural,4,No,High
2841,2020,Salem,Sexual Crime,Male,Night,Urban,4,Yes,High
2842,2018,Chennai,Cyber Crime,Female,Morning,Rural,2,No,Low
2843,2017,Thoothukudi,Economic Offense,Other,Afternoon,Semi-Urban,3,Yes,Low
2844,2023,Coimbatore,Property Crime,Female,Evening,Semi-Urban,4,Yes,Low
2845,2017,Thoothukudi,Property Crime,Other,Morning,Rural,4,No,Moderate
2846,2017,Dindigul,Property Crime,Other,Afternoon,Rural,4,No,Moderate
2847,2019,Coimbatore,Sexual Crime,Female,Afternoon,Rural,1,Yes,Moderate
2848,2021,Thoothukudi,Cyber Crime,Female,Afternoon,Semi-Urban,4,No,Moderate
2849,2021,Vellore,Violent Crime,Male,Night,Urban,4,Yes,High
2850,2018,Thoothukudi,Sexual Crime,Male,Night,Rural,5,No,Very High
2851,2019,Vellore,Violent Crime,Female,Evening,Rural,1,Yes,Low
2852,2017,Vellore,Cyber Crime,Female,Evening,Rural,4,No,Moderate
2853,2024,Coimbatore,Economic Offense,Female,Afternoon,Urban,4,Yes,Low
2854,2022,Tirunelveli,Property Crime,Female,Evening,Rural,2,No,Low
2855,2021,Madurai,Violent Crime,Other,Night,Rural,2,Yes,Moderate
2856,2023,Erode,Sexual Crime,Female,Evening,Semi-Urban,1,Yes,Low
2857,2023,Salem,Violent Crime,Female,Morning,Rural,5,Yes,Moderate
2858,2014,Madurai,Economic Offense,Female,Night,Semi-Urban,1,Yes,Low
2859,2015,Chennai,Property Crime,Female,Afternoon,Urban,1,Yes,Very Low
2860,2022,Tirunelveli,Violent Crime,Other,Afternoon,Rural,2,Yes,Low
2861,2021,Madurai,Economic Offense,Male,Evening,Rural,2,No,Low
2862,2016,Coimbatore,Sexual Crime,Male,Night,Semi-Urban,5,Yes,High
2863,2021,Chennai,Cyber Crime,Male,Afternoon,Urban,4,Yes,Low
2864,2014,Tiruchirappalli,Sexual Crime,Male,Afternoon,Urban,5,No,High
2865,2023,Tirunelveli,Property Crime,Male,Night,Semi-Urban,4,No,Moderate
2866,2017,Madurai,Sexual Crime,Other,Night,Urban,3,Yes,High
2867,2016,Chennai,Sexual Crime,Male,Afternoon,Urban,2,No,Moderate
2868,2019,Tiruchirappalli,Sexual Crime,Other,Evening,Urban,3,No,High
2869,2020,Thoothukudi,Sexual Crime,Other,Evening,Urban,3,Yes,Moderate
2870,2017,Chennai,Property Crime,Male,Evening,Urban,2,Yes,Very Low
2871,2020,Coimbatore,Economic Offense,Male,Morning,Urban,3,No,Moderate
2872,2022,Thoothukudi,Violent Crime,Male,Night,Urban,1,No,Moderate
2873,2024,Coimbatore,Cyber Crime,Female,Afternoon,Urban,4,No,Moderate
2874,2015,Madurai,Violent Crime,Other,Morning,Rural,5,No,High
2875,2024,Erode,Violent Crime,Male,Evening,Semi-Urban,2,No,Low
2876,2016,Madurai,Cyber Crime,Female,Morning,Urban,1,No,Low
2877,2018,Thoothukudi,Property Crime,Other,Afternoon,Semi-Urban,5,Yes,Low
2878,2016,Vellore,Cyber Crime,Female,Afternoon,Urban,5,No,Moderate
2879,2024,Madurai,Property Crime,Female,Night,Urban,5,Yes,Moderate
2880,2021,Thoothukudi,Violent Crime,Male,Evening,Rural,3,Yes,Moderate
2881,2023,Chennai,Property Crime,Other,Evening,Semi-Urban,3,No,Low
2882,2021,Dindigul,Economic Offense,Female,Morning,Semi-Urban,3,Yes,Low
2883,2021,Madurai,Cyber Crime,Other,Evening,Rural,3,No,Moderate
2884,2022,Chennai,Economic Offense,Male,Morning,Rural,1,Yes,Low
2885,2017,Coimbatore,Violent Crime,Other,Afternoon,Semi-Urban,3,No,Moderate
2886,2018,Tirunelveli,Cyber Crime,Female,Afternoon,Urban,2,Yes,Very Low
2887,2018,Erode,Violent Crime,Female,Afternoon,Urban,5,No,Moderate
2888,2021,Coimbatore,Economic Offense,Other,Afternoon,Semi-Urban,1,Yes,Very Low
2889,2020,Coimbatore,Violent Crime,Female,Afternoon,Urban,3,No,Moderate
2890,2022,Thoothukudi,Cyber Crime,Female,Morning,Rural,5,Yes,Moderate
2891,2021,Vellore,Cyber Crime,Female,Afternoon,Rural,1,Yes,Low
2892,2015,Salem,Violent Crime,Male,Morning,Rural,5,Yes,Moderate
2893,2023,Dindigul,Cyber Crime,Male,Afternoon,Semi-Urban,1,No,Low
2894,2017,Vellore,Cyber Crime,Female,Morning,Semi-Urban,4,No,Moderate
2895,2019,Thoothukudi,Violent Crime,Other,Morning,Semi-Urban,1,No,Low
2896,2015,Erode,Economic Offense,Male,Morning,Urban,3,No,Moderate
2897,2020,Dindigul,Cyber Crime,Other,Evening,Semi-Urban,5,No,Moderate
2898,2016,Dindigul,Cyber Crime,Female,Morning,Semi-Urban,5,Yes,Low
2899,2016,Thoothukudi,Cyber Crime,Female,Morning,Rural,5,No,Moderate
2900,2024,Tiruchirappalli,Cyber Crime,Other,Afternoon,Urban,2,No,Low
2901,2015,Coimbatore,Violent Crime,Male,Morning,Urban,2,Yes,Low
2902,2024,Tirunelveli,Economic Offense,Other,Morning,Rural,3,No,Moderate
2903,2021,Tiruchirappalli,Economic Offense,Other,Night,Urban,4,No,High
2904,2019,Thoothukudi,Property Crime,Female,Evening,Semi-Urban,2,No,Very Low
2905,2014,Tiruchirappalli,Cyber Crime,Male,Night,Urban,1,No,Moderate
2906,2014,Tirunelveli,Cyber Crime,Other,Afternoon,Rural,3,No,Moderate
2907,2020,Thoothukudi,Property Crime,Male,Evening,Urban,4,No,Low
2908,2021,Thoothukudi,Economic Offense,Female,Evening,Rural,1,Yes,Low
2909,2018,Dindigul,Sexual Crime,Male,Night,Semi-Urban,5,No,Very High
2910,2024,Tiruchirappalli,Sexual Crime,Female,Evening,Semi-Urban,2,No,Moderate
2911,2018,Chennai,Economic Offense,Male,Night,Rural,1,No,Moderate
2912,2017,Madurai,Cyber Crime,Other,Morning,Semi-Urban,4,Yes,Low
2913,2019,Thoothukudi,Sexual Crime,Female,Night,Semi-Urban,3,Yes,High
2914,2019,Tiruchirappalli,Violent Crime,Other,Evening,Urban,1,Yes,Low
2915,2016,Salem,Violent Crime,Female,Evening,Semi-Urban,3,Yes,Moderate
2916,2022,Erode,Property Crime,Male,Afternoon,Rural,5,No,Moderate
2917,2024,Salem,Economic Offense,Male,Afternoon,Semi-Urban,4,Yes,Low
2918,2020,Tiruchirappalli,Economic Offense,Female,Afternoon,Urban,4,No,Moderate
2919,2014,Coimbatore,Sexual Crime,Female,Afternoon,Rural,2,No,Moderate
2920,2020,Coimbatore,Cyber Crime,Female,Evening,Semi-Urban,4,No,Moderate
2921,2018,Tiruchirappalli,Economic Offense,Male,Afternoon,Semi-Urban,1,Yes,Very Low
2922,2018,Dindigul,Sexual Crime,Female,Night,Semi-Urban,1,No,High
2923,2015,Dindigul,Sexual Crime,Female,Morning,Rural,1,Yes,Moderate
2924,2017,Thoothukudi,Economic Offense,Other,Evening,Urban,5,No,Moderate
2925,2019,Tirunelveli,Sexual Crime,Female,Afternoon,Rural,4,Yes,High
2926,2023,Madurai,Property Crime,Other,Evening,Rural,4,Yes,Low
2927,2024,Thoothukudi,Property Crime,Other,Afternoon,Urban,1,No,Very Low
2928,2020,Salem,Economic Offense,Other,Evening,Rural,2,No,Low
2929,2024,Madurai,Cyber Crime,Male,Afternoon,Rural,2,No,Low
2930,2018,Salem,Property Crime,Other,Morning,Semi-Urban,4,Yes,Low
2931,2022,Dindigul,Property Crime,Female,Afternoon,Rural,4,Yes,Low
2932,2016,Tiruchirappalli,Economic Offense,Male,Night,Semi-Urban,3,Yes,Moderate
2933,2014,Tirunelveli,Violent Crime,Male,Evening,Rural,4,No,High
2934,2017,Salem,Sexual Crime,Male,Evening,Semi-Urban,1,Yes,Low
2935,2022,Dindigul,Property Crime,Male,Night,Semi-Urban,5,No,Moderate
2936,2017,Tirunelveli,Violent Crime,Male,Night,Semi-Urban,4,Yes,High
2937,2015,Thoothukudi,Cyber Crime,Male,Morning,Urban,4,Yes,Low
2938,2023,Tiruchirappalli,Violent Crime,Male,Evening,Rural,1,Yes,Low
